ensembl_id,symbol,name,biotype,overall_score,genetic_association,known_drug,literature,rna_expression,animal_model,source_disease
ENSG00000160791,CCR5,C-C motif chemokine receptor 5,protein_coding,0.7979829955696424,0.6389974049543478,0,0.9533675907656354,0,0.0,bacterial infectious disease
ENSG00000159110,IFNAR2,interferon alpha and beta receptor subunit 2,protein_coding,0.7511859168085423,0.8743629053598029,0,0.8826645608856741,0,0.0,bacterial infectious disease
ENSG00000010610,CD4,CD4 molecule,protein_coding,0.7470233021390144,0.0,0,0.9967587733311595,0,0.4479690064900633,bacterial infectious disease
ENSG00000196262,PPIA,peptidylprolyl isomerase A,protein_coding,0.7074288975241908,0.0,0,0.6096525853967039,0,0.3435872885401479,bacterial infectious disease
ENSG00000130234,ACE2,angiotensin converting enzyme 2,protein_coding,0.7066910429497562,0.7246510464955209,0,0.9903942484776139,0,0.3429489612026557,bacterial infectious disease
ENSG00000011007,ELOA,elongin A,protein_coding,0.6926636676118046,0.7143232601136588,0,0.0,0,0.0,bacterial infectious disease
ENSG00000132182,NUP210,nucleoporin 210,protein_coding,0.6824119514029002,0.6023030259892102,0,0.5013793715433421,0,0.0,bacterial infectious disease
ENSG00000198033,TUBA3C,tubulin alpha 3c,protein_coding,0.6668729173831409,0.46946718929644726,0,0.0,0,0.0,bacterial infectious disease
ENSG00000105397,TYK2,tyrosine kinase 2,protein_coding,0.6587196798192986,0.9124046234617914,0,0.5052472688596746,0,0.0,bacterial infectious disease
ENSG00000183454,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,protein_coding,0.6543399530172201,0.0,0,0.2217080293761366,0,0.0,bacterial infectious disease
ENSG00000082898,XPO1,exportin 1,protein_coding,0.6536270917208448,0.0,0,0.1713127899994533,0,0.0,bacterial infectious disease
ENSG00000179399,GPC5,glypican 5,protein_coding,0.6468028038327156,0.44016049853757466,0,0.08475623869279654,0,0.0,bacterial infectious disease
ENSG00000144231,POLR2D,RNA polymerase II subunit D,protein_coding,0.6450039319559356,0.2940424930459631,0,0.0,0,0.0,bacterial infectious disease
ENSG00000140968,IRF8,interferon regulatory factor 8,protein_coding,0.6436248003064107,0.673210009536355,0,0.2353680559107556,0,0.32627645907815706,bacterial infectious disease
ENSG00000163161,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",protein_coding,0.6400466957978391,0.0,0,0.0738379774154432,0,0.0,bacterial infectious disease
ENSG00000184012,TMPRSS2,transmembrane serine protease 2,protein_coding,0.6388731456535796,0.6723384100927634,0,0.781027748587101,0,0.0,bacterial infectious disease
ENSG00000101162,TUBB1,tubulin beta 1 class VI,protein_coding,0.6387026470022011,0.0,0,0.26212793905351073,0,0.0,bacterial infectious disease
ENSG00000188229,TUBB4B,tubulin beta 4B class IVb,protein_coding,0.6370540228771315,0.0,0,0.14009417152668657,0,0.0,bacterial infectious disease
ENSG00000137267,TUBB2A,tubulin beta 2A class IIa,protein_coding,0.6364960043204494,0.0,0,0.09878875461188842,0,0.0,bacterial infectious disease
ENSG00000123416,TUBA1B,tubulin alpha 1b,protein_coding,0.6362854906947432,0.0,0,0.08320620279184911,0,0.0,bacterial infectious disease
ENSG00000258947,TUBB3,tubulin beta 3 class III,protein_coding,0.6359503287205985,0.0,0,0.058396982900762735,0,0.0,bacterial infectious disease
ENSG00000110713,NUP98,nucleoporin 98 and 96 precursor,protein_coding,0.6359457863085919,0.0,0,0.41817858065232005,0,0.0,bacterial infectious disease
ENSG00000127824,TUBA4A,tubulin alpha 4a,protein_coding,0.6356747157544835,0.0,0,0.037995674850726316,0,0.0,bacterial infectious disease
ENSG00000261456,TUBB8,tubulin beta 8 class VIII,protein_coding,0.6356313699690574,0.0,0,0.034787151196664985,0,0.0,bacterial infectious disease
ENSG00000104833,TUBB4A,tubulin beta 4A class IVa,protein_coding,0.635613119112036,0.0,0,0.03343619386863916,0,0.0,bacterial infectious disease
ENSG00000167553,TUBA1C,tubulin alpha 1c,protein_coding,0.635613119112036,0.0,0,0.03343619386863916,0,0.0,bacterial infectious disease
ENSG00000137285,TUBB2B,tubulin beta 2B class IIb,protein_coding,0.6354077969705445,0.0,0,0.01823792392834863,0,0.0,bacterial infectious disease
ENSG00000167552,TUBA1A,tubulin alpha 1a,protein_coding,0.6353667325422462,0.0,0,0.015198269940290528,0,0.0,bacterial infectious disease
ENSG00000176014,TUBB6,tubulin beta 6 class V,protein_coding,0.6353256681139479,0.0,0,0.012158615952232422,0,0.0,bacterial infectious disease
ENSG00000152086,TUBA3E,tubulin alpha 3e,protein_coding,0.6351614104007547,0.0,0,0.0,0,0.0,bacterial infectious disease
ENSG00000047410,TPR,"translocated promoter region, nuclear basket protein",protein_coding,0.6341156605372035,0.0,0,0.28270977394598423,0,0.0,bacterial infectious disease
ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,protein_coding,0.6323272097541102,0.0,0,0.812152142860325,0,0.2539934872421353,bacterial infectious disease
ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,protein_coding,0.6303837243972111,0.8982309469740998,0,0.8469912037726886,0,0.4714689092110725,bacterial infectious disease
ENSG00000163902,RPN1,ribophorin I,protein_coding,0.6295263825494128,0.6770219389582377,0,0.03647584785669726,0,0.0,bacterial infectious disease
ENSG00000153201,RANBP2,RAN binding protein 2,protein_coding,0.627876176685956,0.24317231904464845,0,0.5047754494217607,0,0.0,bacterial infectious disease
ENSG00000142166,IFNAR1,interferon alpha and beta receptor subunit 1,protein_coding,0.6261754417756213,0.0,0,0.4970271751053431,0,0.347462847374922,bacterial infectious disease
ENSG00000166710,B2M,beta-2-microglobulin,protein_coding,0.6261417863644483,0.0,0,0.23685078647703633,0,0.28560588871793957,bacterial infectious disease
ENSG00000030066,NUP160,nucleoporin 160,protein_coding,0.6219808253986292,0.24317231904464845,0,0.06839221473130737,0,0.0,bacterial infectious disease
ENSG00000196664,TLR7,toll like receptor 7,protein_coding,0.6208440594279628,0.0,0,0.9268637663709458,0,0.33851106638009093,bacterial infectious disease
ENSG00000272047,GTF2H5,general transcription factor IIH subunit 5,protein_coding,0.6194217896415931,0.17152832170368038,0,0.03706689168770857,0,0.0,bacterial infectious disease
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,protein_coding,0.6162738210892623,0.0,0,0.39724204540295616,0,0.0,bacterial infectious disease
ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4,protein_coding,0.6156054505375044,0.0,0,0.30595426552797067,0,0.0,bacterial infectious disease
ENSG00000171873,ADRA1D,adrenoceptor alpha 1D,protein_coding,0.6137477367633617,0.0,0,0.2958126458966193,0,0.0,bacterial infectious disease
ENSG00000146648,EGFR,epidermal growth factor receptor,protein_coding,0.6137353620735992,0.0,0,0.751397893079389,0,0.25818820974565543,bacterial infectious disease
ENSG00000143947,RPS27A,ribosomal protein S27a,protein_coding,0.6134523068837543,0.0,0,0.2722225106390605,0,0.0,bacterial infectious disease
ENSG00000110768,GTF2H1,general transcription factor IIH subunit 1,protein_coding,0.6124358814393751,0.0,0,0.6442900119824203,0,0.0,bacterial infectious disease
ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5,protein_coding,0.6123611860772851,0.0,0,0.1992228917280217,0,0.0,bacterial infectious disease
ENSG00000120907,ADRA1A,adrenoceptor alpha 1A,protein_coding,0.6115518652842815,0.0,0,0.2235718090215303,0,0.0,bacterial infectious disease
ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,protein_coding,0.6110842495857041,0.0,0,0.4395012657079845,0,0.24955559241957043,bacterial infectious disease
ENSG00000196689,TRPV1,transient receptor potential cation channel subfamily V member 1,protein_coding,0.6109263520605566,0.0,0,0.2531386589899089,0,0.0,bacterial infectious disease
ENSG00000196639,HRH1,histamine receptor H1,protein_coding,0.6105125401227117,0.0,0,0.22436302063043076,0,0.0,bacterial infectious disease
ENSG00000206503,HLA-A,"major histocompatibility complex, class I, A",protein_coding,0.6100852312115786,0.0,0,0.9401081942844178,0,0.0,bacterial infectious disease
ENSG00000147955,SIGMAR1,sigma non-opioid intracellular receptor 1,protein_coding,0.6099195583579377,0.0,0,0.19383230333152188,0,0.0,bacterial infectious disease
ENSG00000126883,NUP214,nucleoporin 214,protein_coding,0.609476720497578,0.0,0,0.16870179679674926,0,0.0,bacterial infectious disease
ENSG00000106348,IMPDH1,inosine monophosphate dehydrogenase 1,protein_coding,0.6083797418781884,0.0,0,0.06839221473130737,0,0.0,bacterial infectious disease
ENSG00000021461,CYP3A43,cytochrome P450 family 3 subfamily A member 43,protein_coding,0.6083381887045154,0.0,0,0.06687238773727831,0,0.0,bacterial infectious disease
ENSG00000273079,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,protein_coding,0.6075358736929106,0.0,0,0.30353862246049945,0,0.0,bacterial infectious disease
ENSG00000147257,GPC3,glypican 3,protein_coding,0.607388334120533,0.0,0,0.18217580866404867,0,0.0,bacterial infectious disease
ENSG00000133661,SFTPD,surfactant protein D,protein_coding,0.6068941198844157,0.7885267955770007,0,0.6894235237647439,0,0.35752410207539437,bacterial infectious disease
ENSG00000160870,CYP3A7,cytochrome P450 family 3 subfamily A member 7,protein_coding,0.6066750793584342,0.0,0,0.012158615952232422,0,0.0,bacterial infectious disease
