species,model,gene1,gene2,type1,type2,pair_type,growth_wt,growth_KO_A,growth_KO_B,growth_KO_AB,growth_ratio_A,growth_ratio_B,growth_ratio_AB,fitness_A,fitness_B,fitness_AB,synergy_bliss,interaction
S. aureus,iYS1720,lpxD,NE_STM3870,essential,non-essential,ess_ne,0.488455,0.0,0.118007,0.0,0.0,0.241593,0.0,1.0,0.758407,1.0,0.0,additive
S. aureus,iYS1720,fabI,fabH,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,accA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,folA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,folP,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,dxr,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,ispD,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,msbA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3136,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_AFW04865_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2318,essential,non-essential,ess_ne,0.488455,0.0,0.416398,0.0,0.0,0.852481,0.0,1.0,0.147519,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_EcDH1_3345,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2078,essential,non-essential,ess_ne,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM1517,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_AFW04829_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3542,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3243,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3338,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM4385,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM1293,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM1197,essential,non-essential,ess_ne,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3354,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3339,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2298,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM4130,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM0958,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_EcolC_0220,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2086,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM4341,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM0464,essential,non-essential,ess_ne,0.488455,0.0,0.486139,0.0,0.0,0.995259,0.0,1.0,0.004741,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2533,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM4408,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_AFW04739_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_ADC54981_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM2094,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3334,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM1695,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,fabI,NE_STM3870,essential,non-essential,ess_ne,0.488455,0.0,0.118007,0.0,0.0,0.241593,0.0,1.0,0.758407,1.0,0.0,additive
S. aureus,iYS1720,fabH,accA,essential,essential,ess_ess,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,folA,essential,essential,ess_ess,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,folP,essential,essential,ess_ess,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,dxr,essential,essential,ess_ess,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,ispD,essential,essential,ess_ess,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,msbA,essential,essential,ess_ess,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM3136,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,-0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_AFW04865_AT1,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM2318,essential,non-essential,ess_ne,0.488455,0.488455,0.416398,0.416398,1.0,0.852481,0.852481,0.0,0.147519,0.147519,-0.0,additive
S. aureus,iYS1720,fabH,NE_EcDH1_3345,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM2078,essential,non-essential,ess_ne,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM1517,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_AFW04829_AT1,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM3542,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM3243,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM3338,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM4385,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM1293,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM1197,essential,non-essential,ess_ne,0.488455,0.488455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM3354,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM3339,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM2298,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM4130,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM0958,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_EcolC_0220,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM2086,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM4341,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM0464,essential,non-essential,ess_ne,0.488455,0.488455,0.486139,0.485661,1.0,0.995259,0.994281,0.0,0.004741,0.005719,0.000979,additive
S. aureus,iYS1720,fabH,NE_STM2533,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,-0.0,additive
S. aureus,iYS1720,fabH,NE_STM4408,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_AFW04739_AT1,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_ADC54981_AT1,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM2094,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM3334,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM1695,essential,non-essential,ess_ne,0.488455,0.488455,0.488455,0.488455,1.0,1.0,1.0,0.0,0.0,0.0,0.0,additive
S. aureus,iYS1720,fabH,NE_STM3870,essential,non-essential,ess_ne,0.488455,0.488455,0.118007,0.118007,1.0,0.241593,0.241593,0.0,0.758407,0.758407,-0.0,additive
S. aureus,iYS1720,accA,folA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.0,additive
S. aureus,iYS1720,accA,folP,essential,essential,ess_ess,0.488455,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,accA,dxr,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,-0.0,additive
S. aureus,iYS1720,accA,ispD,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,msbA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3136,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_AFW04865_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2318,essential,non-essential,ess_ne,0.488455,0.0,0.416398,0.0,0.0,0.852481,0.0,1.0,0.147519,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_EcDH1_3345,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2078,essential,non-essential,ess_ne,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM1517,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_AFW04829_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3542,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3243,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3338,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM4385,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM1293,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM1197,essential,non-essential,ess_ne,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3354,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3339,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2298,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM4130,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM0958,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_EcolC_0220,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2086,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM4341,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM0464,essential,non-essential,ess_ne,0.488455,0.0,0.486139,0.0,0.0,0.995259,0.0,1.0,0.004741,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2533,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM4408,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_AFW04739_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_ADC54981_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM2094,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3334,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM1695,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,accA,NE_STM3870,essential,non-essential,ess_ne,0.488455,0.0,0.118007,0.0,0.0,0.241593,0.0,1.0,0.758407,1.0,0.0,additive
S. aureus,iYS1720,folA,folP,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folA,dxr,essential,essential,ess_ess,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,ispD,essential,essential,ess_ess,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,msbA,essential,essential,ess_ess,0.488455,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3136,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_AFW04865_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2318,essential,non-essential,ess_ne,0.488455,0.0,0.416398,-0.0,0.0,0.852481,-0.0,1.0,0.147519,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_EcDH1_3345,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2078,essential,non-essential,ess_ne,0.488455,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM1517,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_AFW04829_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3542,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3243,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3338,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM4385,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM1293,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM1197,essential,non-essential,ess_ne,0.488455,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3354,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3339,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2298,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM4130,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM0958,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_EcolC_0220,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2086,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM4341,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM0464,essential,non-essential,ess_ne,0.488455,0.0,0.486139,-0.0,0.0,0.995259,-0.0,1.0,0.004741,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2533,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM4408,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_AFW04739_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_ADC54981_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM2094,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3334,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM1695,essential,non-essential,ess_ne,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folA,NE_STM3870,essential,non-essential,ess_ne,0.488455,0.0,0.118007,-0.0,0.0,0.241593,-0.0,1.0,0.758407,1.0,0.0,additive
S. aureus,iYS1720,folP,dxr,essential,essential,ess_ess,0.488455,0.0,0.488455,-0.0,0.0,1.0,-0.0,1.0,-0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,ispD,essential,essential,ess_ess,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,msbA,essential,essential,ess_ess,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM3136,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_AFW04865_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM2318,essential,non-essential,ess_ne,0.488455,0.0,0.416398,0.0,0.0,0.852481,0.0,1.0,0.147519,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_EcDH1_3345,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM2078,essential,non-essential,ess_ne,0.488455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM1517,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_AFW04829_AT1,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM3542,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM3243,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM3338,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM4385,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
S. aureus,iYS1720,folP,NE_STM1293,essential,non-essential,ess_ne,0.488455,0.0,0.488455,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,additive
